Blue Ridge ,Lone Pine,Third Point,HHR,Viking,Conatus,Hoplite,Brookside,Scout,Tiger Global,Tiger Consumer,Highline,Crestwood,Greenlight,Tremblant,North Run,Scopia,White Elm,Freshford,Dialectic,Southpoint,Sheffield,Valinor,Coatue,Brahman,Maverick,Force Capital,Glenview,Slate Path,Highfields
0.11083323,0.121456894,0.161899629,0.129703181,0.10482885,0.100263224,0.116895163,0.092546524,0.153395616,0.037419231,0.026673608,0.152068357,0.024785218,0.106506123,0.133988285,0.133364038,0.091783022,0.133519075,0.107633457,-0.037037746,0.101949481,0.131487228,0.136316071,0.090953241,0.159951083,0.086324905,0.065212243,0.328611205,0.11083323,0.138713004
